2013, 4, 83, 5, 18330, 84, 13, 37181
2031, 4, 132, 7, 55288, 95, 16, 54814
2310, 4, 281, 8, 272931, 58, 16, 34538
1320, 4, 323, 10, 365223, 114, 15, 67939
1230, 4, 314, 9, 330696, 125, 15, 84879
0123, 4, 9, 4, 408, 47, 11, 8285
3120, 4, 298, 8, 311090, 115, 15, 61045
2130, 4, 295, 8, 285702, 67, 16, 35017
1302, 4, 209, 8, 135636, 74, 13, 27629
1032, 4, 105, 6, 34082, 83, 13, 33685
0213, 4, 34, 5, 3135, 33, 11, 4486
3201, 4, 185, 6, 100809, 45, 13, 13248
1203, 4, 186, 7, 106610, 75, 13, 31041
0312, 4, 36, 5, 3555, 30, 11, 3203
3102, 4, 171, 6, 89969, 54, 13, 17905
0321, 4, 53, 6, 8166, 23, 11, 2045
2301, 4, 173, 7, 88326, 77, 16, 42911
2103, 4, 170, 6, 84307, 59, 13, 21506
